Status,Course Name,Course Short Name,Category,Number of Seats,Instructor Name,Start Date,Start Time,End Time,Building,Room Number/Name,Address,Map Name,Description
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/18/2015,01:00 PM,05:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,12,#VALUE!,06/18/2015,01:00 PM,05:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,12,#VALUE!,06/18/2015,06:00 PM,10:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Oncologist 100,ONC1000,Beacon,10,CT1,06/18/2015,07:00 AM,11:00 AM,SLN, IT Training Room," 5800 NW Barry Road, Kansas City MO 64154",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,20,CT6,06/18/2015,08:00 AM,05:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,24,CT3,06/18/2015,08:00 AM,05:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Oncologist 100,ONC1000,Beacon,10,"CT1 , CT2",06/19/2015,01:00 PM,05:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/19/2015,08:00 AM,12:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/19/2015,01:00 PM,05:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT4,06/19/2015,08:00 AM,05:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT5,06/19/2015,08:00 AM,05:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/19/2015,08:00 AM,12:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/19/2015,01:00 PM,05:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,24,CT3,06/19/2015,08:00 AM,05:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/20/2015,08:00 AM,12:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/20/2015,01:00 PM,05:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/20/2015,08:00 AM,12:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/20/2015,01:00 PM,05:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/21/2015,01:00 PM,05:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Oncologist 200,ONC1001,Beacon,10,CT2,06/22/2015,07:00 AM,11:00 AM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/22/2015,01:00 PM,05:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/22/2015,06:00 PM,10:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT4,06/22/2015,08:00 AM,05:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Oncology Pharmacist,ONC1005,Beacon,12,CT1,06/22/2015,09:00 AM,04:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/22/2015,01:00 PM,05:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/22/2015,06:00 PM,10:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,PB Manual Charge Entry 100,RPB1000,Resolute PB,8,#VALUE!,06/22/2015,08:00 AM,10:30 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Manual Charge Entry 100,RPB1000,Resolute PB,8,#VALUE!,06/22/2015,01:00 PM,03:30 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,24,CT3,06/22/2015,08:00 AM,05:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Oncologist 200,ONC1001,Beacon,12,CT2,06/23/2015,07:00 AM,11:00 AM,SLS, Training Room A," 12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 200,AMB1001,Cadence,12,CT4,06/23/2015,08:00 AM,05:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT5,06/23/2015,08:00 AM,05:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,12,#VALUE!,06/23/2015,08:00 AM,12:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,12,#VALUE!,06/23/2015,01:00 PM,05:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Oncology Pharmacist,ONC1005,Beacon,10,CT1,06/23/2015,09:00 AM,04:00 PM,SLN, IT Training Room," 5800 NW Barry Road, Kansas City MO 64154",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,20,CT6,06/23/2015,08:00 AM,05:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,PB Charge Review,RPB1001,Resolute PB,8,#VALUE!,06/23/2015,08:00 AM,11:00 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Claims 100,RPB1006,Resolute PB,8,#VALUE!,06/23/2015,07:00 AM,10:00 AM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Claims 100,RPB1006,Resolute PB,8,#VALUE!,06/23/2015,11:00 AM,02:00 PM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Claims 100,RPB1006,Resolute PB,8,#VALUE!,06/23/2015,03:00 PM,06:00 PM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,24,CT3,06/23/2015,08:00 AM,05:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT4,06/24/2015,08:00 AM,05:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/24/2015,08:00 AM,12:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Oncologist 200,ONC1001,Beacon,12,"CT1, CT2",06/24/2015,07:00 AM,11:00 AM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/24/2015,01:00 PM,05:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/24/2015,01:00 PM,05:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/24/2015,06:00 PM,10:00 PM,SLN, Training Room B," 5800 NW Barry Road, Kansas City MO 64154",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,20,CT6,06/24/2015,08:00 AM,05:00 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,PB Manual Charge Entry 100,RPB1000,Resolute PB,8,#VALUE!,06/24/2015,08:00 AM,10:30 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Manual Charge Entry 100,RPB1000,Resolute PB,8,#VALUE!,06/24/2015,01:00 PM,03:30 PM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Template Builder,AMB1006,Cadence,24,CT3,06/24/2015,07:00 AM,12:30 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
,Oncology Pharmacist,ONC1005,Beacon,10,CT1 ,06/25/2015,09:00 AM,04:00 PM,SLH, Buchanan B," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/25/2015,08:00 AM,12:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/25/2015,01:00 PM,05:00 PM,SLS, Training Room B,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT4,06/25/2015,08:00 AM,05:00 PM,SLS, IT Training Room,"  12300 Metcalf Ave., Overland Park KS 66213",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,12,CT5,06/25/2015,08:00 AM,05:00 PM,SLE, Longview," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,24,#VALUE!,06/25/2015,01:00 PM,05:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Ambulatory LPN and MA 100,AMB1026,EpicCare Ambulatory,12,#VALUE!,06/25/2015,08:00 AM,12:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,12,#VALUE!,06/25/2015,01:00 PM,05:00 PM,SLE, Summit," 100 N. E. Saint Luke’s Blvd., Lee’s Summit MO 64086",,
,Oncologist 200,ONC1001,Beacon,10,CT2,06/25/2015,07:00 AM,11:00 AM,SLN, IT Training Room," 5800 NW Barry Road, Kansas City MO 64154",,
,Ambulatory Nurse 100,AMB1024,EpicCare Ambulatory,24,#VALUE!,06/25/2015,06:00 PM,10:00 PM,SLH, Plaza A," 4401 Wornall Road, Kansas City MO 64111",,
,Template Builder,AMB1006,Cadence,20,CT6,06/25/2015,07:00 AM,12:30 PM,SLN, Training Room C," 5800 NW Barry Road, Kansas City MO 64154",,
,PB Anesthesia Coding,RPB1002,Resolute PB,8,#VALUE!,06/25/2015,08:00 AM,08:30 AM,CORP, 4th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Claims 100,RPB1006,Resolute PB,8,#VALUE!,06/25/2015,07:00 AM,10:00 AM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Claims 100,RPB1006,Resolute PB,8,#VALUE!,06/25/2015,11:00 AM,02:00 PM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,PB Claims 100,RPB1006,Resolute PB,8,#VALUE!,06/25/2015,03:00 PM,06:00 PM,CORP, 7th Floor," 901 E. 104th St., Kansas City MO 64031",,
,Front Desk/HOD Desk 100,AMB1000,Cadence,24,CT3,06/25/2015,08:00 AM,05:00 PM,SLH, Plaza B," 4401 Wornall Road, Kansas City MO 64111",,
